name,polyline,osm_source
Bedok Reservoir Road,sjdGkngyRBTfu@`pAVVaI}IPZRXRZ{f@m{A@G@E@M@M@M?O?O?QAQCOEQGQv_@l_ALEbA_@fD_I?A?ALg@??@?v@zB@LEPCDG@yD~@iA}CjAfDBA^O???Ak@}A[}@?C?AT_A?AAAYIq@dCn@dB`@nKEAC?C?mTsR?EBCJAB?@?l@PfVnWHkBAEGOoAbCHqA?A?AO]xLpGj@DD?D?FADCDEfA{AwQ|EFeA?CCG?EBoAv@lDNaD`AZFiAT_Fz@rH?a@LeCv@rCJwCj@zCB{@PSDwA~@`CDs@BcAuGcEVKDAD@JHXJ?NA@C?_Ii\GBEBKDcB}Ip@`BgCiBB]?EAAAAACCAEAeFo@X{BvH~D@A@?@?@@qIeEA?A?OJa@XEHObA`@pMDAF@H@H?BAyAIIv@?BA@{@f@A???CuB@GBM?AAA_@IlCrKd@KBAF?D@bAfA?@SHC?AAa@aMHo@?AN}@DIHGJCH?YlCx@JBFy@hDRsA?A@ADA`@FD?D?@A@CBQxBJJAf@Qq@ZHVJZBH\x@???@Mb@??A@QEA?C?w@XqAsERD\DeXnGaBuE_@aAIUEMEOGa@xa@z]MyAACC?{@FuFgErBnFqO{O`AdC`PzF}@^C?AA}AcEAAA?y@XlB_BgD~DwAkDwBoA~@_@@A?AuAkDm@bAt@rG`A_@@@@?x@vBsBnA]s@IM[u@cAiGc@N???@|\lPoj@kn@COMy@AIAGAI?QvC_FEHQTMLMPOPOPGHEHIPbKl_@EMQg@MBaIouBCKKw@Ia@Os@Qk@Sm@M[GMkFaG}@o@a@]]YpEzDcAcAq^qOa@Ahh@|~Bnh@~n@EtAEr@AFARCTCl@GnA?V@d@Db@ce@qp@Hh@Jn@Jn@J`@BLDLFPFPXr@nStBPB^Hv@P`ExRXzC?ZCn@?NfGcOCEoBeIEASGC?QEhLrJBBFFh@vAA@A?GBAASEAAAAs@kBY}@CGgLgQLG\Mb@QhBhl@I@MBG@M@QBmIsu@@CB?dBR@@??C^wOp`@kBuMEIEMEOtDdE????iIoClCaAvAk@LGTCRAPAH@zAHuT{Y@HLv@c@kB@I?G@GBG@Id@pEJ~@MLMgA?Cjn@f{@DABEBEcX_^A@AASg@hALv@aCAHABCVCRAH@HK_Wa@|C~CsG?@}`Ay}Bq@Iw@AC?g@W`@?d@BhAFZD^F^JlAd@h@RrPdId@^RRz@r@oEkC_@SdIpFbA~@PNZ^PVNXFLFLN\Tp@Nn@Nl@Lt@Ff@@JZ`D?D?ZA\Ed@CPw@tBJe@Li@Jg@Fc@B]CyAK{@E]AA?Gg@jMe@lBm@`CpB}HM`@iAdDj@_CyCxLnAeFmAhNGSESCOAKAKAK?IAK?K@I?K@KLl@@J?P@PBT^nA`AjCX~@Ld@F`@RpAp@`FhDhLHPHRBLBL@N@P?N?NAXANAPADAHEHAHCDELkFvJAHCF?FAF?H?H@Le@ycBpBfI@HD`@`C|qBp@hBfk@pu@UWQScCyCU[_@s@_@y@|C`Fy@gAEEyBcEMSq@cBKa@G_@Ic@F{F@Q?GFw@DoAs@}FM[ZdAsFsMh@b@\h@R\BHFJkC}CnVvw@UWy@iBh@h@\VeRsp@GMKSKQ]c@g@e@a@[rA|QA??@??RlCeXeUMDhPeBmCOwAKi@?OBfTnLlApOqA{Pl@bBmh@enCKOOYUY][UU_@]bEr[Lc@^k@|D~~@mFzJFQDIFKDGDGNUNQZ_@`n@`vANRVVczAgmEB@~o@nzC^Mlj@zu@mKsa@IkAKm@E_ABJNn@BLBxQ@FDTRkOM@IkAVoE`BK|Bw@FCNE}L_Cl@|Am_@ao@\u@Tk@N_@DM@EeDkPG_@S_Bg@{DSmAIc@Ke@nC`QOs@I[aCqOM]fB|JKu@}CuMni@rtACLGJUPc@LaIsELK@GVkBnMzj@N^Xl@HRwo@abCD[BQbHxb@Mi@_G_b@EPCPCNANANAPAPpHj_@BHDHHRP^cBgGF^FXPp@pAjP]t@qBfRRrDACe@eErm@ncANJf@vAeHmP?S?YDkABs@sBgRk@aB}QbIOHwEsMsVgoC~m@|wBeAO|BX]C}Ca@KA`Vx_@KYuOeOkByJAA?A`C\OAoAlGUa@MCsGlXYJc@WlN|B?BiBeZ?CgE_DtOtY_Uh@bKsFt@lBz@rB?B?@iAc[BSbD~AeAiC?A?CJs@aJt[?@??Vv@fZ~PsARV@DCoK}Wz@qCSt@}@iR@D?BALGb@jHla@HLkAPy@Vg@vKcOox@[CyVs|AmF~^FRtEhT}@f]_`@gvBg@Sc@O[GjSrHhS|gBINff@znA\n@ii@c}C?Upb@h}BoGeJs@Sa@EwVoIKm@UwDXdCRoUFKLWNY`e@znAYk@mz@gvDECSKht@d}B{DbSB@BBJZgZkqBWfA~_@f{AaAhBf@HTBF@NDJDHHgGfCfHoA@B@BTn@Nb@~@dC?TCVQr@e@}EThGCHKd@uHaYrAjMdEz@fFvQaViPA??A?AcVgfAdt@v`CmIwh@qa@_t@yAsMxA`Eq@gASc@ISEIrk@bgBuUux@GARBdAa@CvKl@V~I`CUGAAAAMa@?A?Ab@mPJVaAwGPn@?@xAfGBA?E[QMEf@TCEECy@F{Kn@CCC?CAQC~AyLSCvGjNGBi@P_AAWE[CnEZ@DcJ_O@Q_@aBjCrOCRWCtHpi@`I}WaQiQ{AoPE^Il@xInEEZsXzS?Z^jAa_@_vCROD@QPC]cGmBqCmAjJdD^NcKsEl@XgAE,highway_name
Kaki Bukit Avenue 1,accG{kdyRUUoEiEIM_@a@c@m@a@w@c@cAm@uA~KjNTRiO}SGQg@cB[iCKoAc@aEU_DDVd@hD@@^vD{AwJEQc@{C]wBU_Ay@kClIrc@HRnBbFb@bA`@t@Xd@X^xAvAhBbB\XMN]_@_S{m@VvAPlAnB~Or@bCbKlQyWsz@]_ARHp@bBr@nBBDJZuEoKEKLEDJFPfL~g@gBmLrEzVm@oAkG_b@Nh@Nv@Nx@rPfm@kY{_A,highway_name
Jalan Tenaga,skcGaeeyRnAc@JEoHtCUJfMs@IDKDIFxAk@f@_@k@ZDL@DAFKHmKaETj@@HADCBeA`@E@ECGKM_A@EDALAHu@DZFFFDDBD?pE}@Wq@AA?AE@KD~By@?C@Cl@WD?B@t@jBaGI_@LnGjGuHsE@@JV@BN^`@fApJaDLImLw@ACBCNGgArHcBn@XKvKcEl@UgBbFCA_@aALgBFNFNz@mAEK]{@Si@qCnCeBw@B?dLSuDaAa@NUJWjAzA|ErAQG?GCGa@BCDCKV?GRQHABBcA?mMuDA?AACW~R~CUo@uPwELCJhAO@bITeI{D,highway_name
Jalan Damai,wfcGayeyRaB?Q?_@@sEbDCdB@yBACEAy@JlKGFsAiCdAEp@ARiA[FaAzFzADA@IJkByEbBE?OAGAqA}C@R?DuFZMB|Tu@MCmDpD}@y@tEyBIA_@CgN`@QB{ATzDk@OBdB|E^sFbAN?HaDfCDC_AeCnG~Ay@c@,highway_name
Kaki Bukit Road 3,azcGw}dyRWLsDpCc@f@iBrBU\qAdCCDADxIaLSNqJnNm@fBdWcXQHsAh@_R|QbBqDGJrLsK{L~KxMmLaJvGKLh@o@jBiBw@r@hB{A,highway_name
Kaki Bukit Avenue 2,o~cGebdyRa@Ue@YSKdKrHOOs@q@qMuH}@WhAZrL~G}Q_JICxPtHUUg@_@[QKGOIiEyBg@QvJtF,highway_name
Tampines Avenue 4,iteGqmkyRO?{C@kk@in@YQe@Oe@Kc@IcJMQ?[?i@?rWrZ@yBElE@]zL~TqAHc@?SA_@EYE]IYMAASIWOWQuBa]?MGlU?}@@kBVcP?L?~FAbA?F?\?J?f@@sG?l@WzF?{@?zBdSdNTAd@Ams@cq@J?hCA|BA|AAsETW?lF?zASz@?d@@L@N@j@Dz@NcG[L?zMxE^t@Nh@F`@qE{Gv@h@ZZB@bCxF@P@T@dAS^?WOwCEQf@fGsOaQO?|t@xo@b@?_e@wF?J?F@RBR@N@BIiH?tC?V|DfINFVHLDXDXB`@A\CqHmBOUUa@c@aBAOAO`NzGlAKVCF?hFUzAGdCCL?l@AqBXo@@qAB_AB_@@fKM_B?M?g_@_DjQzDO@iQm_@?bA}OeSbQlk@a@WGsMDnMCMdSfF[@OQjLGe@WT?N?k_@kd@CSRCeBiEkD}Bf@NvDdFYm@QWW_@SUvPhm@cKmDBFPX\h@ZXTNPJXNcEe[iCqPSQ]YxYrn@oo@gq@sA?K?hO?hAFg@C~Kp`@`BpMdNfAtTu@`AAi_Akp@nUpMA_@A[v^pd@bJ[N?,highway_name
Tampines Avenue 7,c~gGkqlyR?T?FCz@MbAAHWn@c@l@m@t@u@d@_@LQFK@i@HzGwX?X?J?zDyUjQP?t@Al@?}AwuB`@\lBfBpCnC^\|A`BfJ|OCi@Ea@Ic@IYISM[MUMQQSY]|BbN?UR??TsXhrAW@zU}KCaEAoA?sC?O^seA\f@P^PrI@}@P[?xA@nI?VAz@Cl@?PMyH?y@eVxoAk@ApDA_A?rToxA}Any@@fB?h@[_Q@{@@qA@Q@[?SGfY?M@tN@gA?S{HfKI@M?G?O?o@?O?S?C?cASzA?NApA?\?RATCRAVGRGVIXK\Un@s@Zk@To@fBy|@@k@BcA@eAcAfQH_ABOHu@BUaDcf@k@k@MMeEgEQOeAmAu@q@m@k@QOgAaAYWa@a@vU|bAARA\CfBAr@?dA@`@x@cSCVMnAGv@K~@Et@Cb@aGyt@~@`ALLnDbyAyMbKdM}q@Be@Fw@aEgo@_@]dAd@VXbFzQ?t@Su@eAvv@[@?W?sC?_@@}Gz@qR@CReCyIif@nGrFbBvDB`@iDcGzCfI}QkXdAdA}@nnBp@?xCPdKm|ADP@nYInAI`Ad@cLqYpiA,highway_name
Tampines Street 41,c~gG__myR[?yK}VB?B@?L?B?j@?jAaEHS?xI~QMCQGKMMMIOEMCKAMs@_OG?FfCBX?BHZn@|H@J@LDHFLLLHJNFJBRBN?D?RAN?lCAR?PAJ@Z?}LwQgD?nDImE?R?H?vB?X?T?bA`N?qB?a@Ea@CKGSi@kH?Y?_@?_@?IdGfV`@?dBLs@?_CAOAM?M?O?IApBB`@?iH}MTfAEKI[Tb@Xp@J^B^?p@?v@?^?N@Z,highway_name
Tampines Street 42,yehG{wmyRu@@WAMAICGCGGIKIMCMAK?O?O?m@@{Z?H?B?|@nJ~\V?iKuP?eA?jE?cH@z@?PA~H?kA|CpKn@?V?eFsC?a@?}A`JrG_JwZAP?B???R@oB?Z?TAbA?L?j@?D?FDvG?N?f@?kE?dAfCrPgCoC?p@?F?L@L@B@FFJDFFFBBFDJBD?H@N@sAcI?p@?pB?qF?d@?iC,highway_name
Tampines Street 21,svfG_cnyRSFaB`@cTx@HIHGJIaFb`@?I?w@?kA?Q|UuN?bA?`A?^?f@???T?VATCRENGLGJIJOLCBGB?@}@b@QJODKBSBc@aZPFNFNJDFDB@BBB{Ph`@@aH?eB?Ka@_I?O?Q@QBMDQDMLU@dIAUEa@Ee@zB`IM?bGNSCUGUAYAOAcDiSFI~@aAwC`DNQJM~WoE[JUFKF{Qd@xOjDHXFVBZBZ?z@SsIQJSLWTIFs@cAcLnVcEeKCOAM`@vFjSmNNXLVLX_HrR_@KQEiCSlGn@g@ASAKChBDsAmZX@RBgCDb@EXCsBPoFlXK?S?~UeWUL,highway_name
Tampines Street 34,otgGyyoyRIBKBIBMFIHa@XwHpH_@^ED_@\ILzOyLK?O?O@}BjAa@`@iEbEhAgAdMuFfA?L?}F@P?N?J?_FjCQPa@b@~@aAbG_C?F~C?M?,highway_name
Tampines Avenue 12,u|iG__myRhAR~CjAMCwA[`AEvFdAxBr@~@fAbAxA|@bBVf@\r@`@v@Zl@h@jAmW_Tta@zWS?y@Baa@uWqAWEAzBRvLrDsAs@kEaAbWjUi@Oc@Sc@Ye@i@q@cAhFxC~@Dd@@_@Z_@AYCnBO^AP?sOuJe@aA{@yAY_@|DnHQc@IScDqHXTlIfO^Xj@VyGoH,highway_name
Tampines Central 1,ipgGmylyRA@EDCBEHg@b@pIxJQHMHKHIIHIRMRGTENAN?qBdAIIsKQIMEQCSAu@fHpEPAREPGPOTQRUSf@GDSNWLWDQBoCuO^a@NS_CxNDD^\PJPHLDTBpA?P?}Ey@KKvBpAOAKEOEkByCF^JPNPFFtTcAP?iTxBUWlTsAK?S?uUcD?Ml@hF]iF?LrEyL@SL??RvK|QmAKjA?kJ~ChNsCwU_GEDnAmAEDg@RZ]_A`ALMs@vADYFQNU`E_F?M@sAgAxE{AxATUy@|@ENEVMlAnFgJAFCHF}B?xA_CfRvBVq@AC?tA@w@yQHQjOhMaItAzBgAK@O@|BCgA?oMsI}AbE?lA,highway_name
Tampines Street 12,q{fGsslyRC?E?k@?C?zEqAl@]TO\OXGoKxCU@dOuDVO^Kz@SBH}@VWHS@~DkAE@i@RCGh@QDAcOvFd@U`EwBb@IuH`DVCsBFG?U@hF_A,highway_name
Tampines Avenue 6,}hhGelkyRbAAtLTI?iEEcUQ\??N[@j@Qd@@xA@fV?X?}\Lu@?gFDb\EQ?S?M?iA@kHA~HOt@AL?rB@fE@_VL_CA_QJqB@Q?U@UB_@F]J]Lq@\]V]XC@OLvMeDJ?h@?gAxAGSEGGIEEMKwJfA\W^U`@Sb@Od@IPCZC^Atp@RkIWP?ic@?TQDCPSJOpAtAu@?K?Q?fD[X?D?d@AhA?wH@M??ZyBYwItCJGy@j@TOaAr@yDpCLO^WxB{@y@j@s@f@[XKNbc@kKh@?{AAuFZK?_QrCsGjF?\YBC[DY,highway_name
Petir Road,i`lGccixRPRnWsbALSe]`u@?KAIAK?UAM@U@S@O?M~Qc_@DIfAqBaQrv@FQBG?C?QsAiIWeAESjRwc@t_Aq]Q?ciAjm@gAxBpP{ZEJcVtc@O`@IZCNAPAHxqAu}@k@?WSbA@J?q_Ax^QIeO`YDGLW[nNBJl@tFKo@oAqJDR~Xgo@a@t@aVtc@ILhTy`@i@|@iUjb@`r@sz@a@DuAPa@Hw@TWHfg@eCsoAtw@S\jk@iv@vAUj@ETC|AIzAKVA|@GTAp@Gka@tNTa@_DxFfAoBiCxEaSf_@e@v@^m@bApSH^cAaDCQCIG]b@zBCIGYAIFg@FX@HhZa|@u@pA]Hjh@kOQA}B?qADQ@UBaABaTnEiCnA_@^pFoDh@UTMrAi@d_@uAiiA`y@vAkCfAwCnBqDnCiF@Cp]w`@mHvCTKyc@tx@?JHr@L`ClNec@r@uAxHeMaEnH}@`BILrs@w]~CAhA?md@bDa@P~NiC[B}@FeAFie@`e@gArBoIpWRdAvCkQwA~XQeAUiApaAkhAN?af@rKt@mAdVwGqp@lq@`Zii@NMbAg@s`@`~@~}@afAp@?`ABhCPoA@WAVUmm@`VBGcQdz@mDaQ?P`Wah@jd@gVFB@BADCB,highway_name
Gangsa Road,ynlGabjxR|BnAnBdAzPxJCBC@GB{KwGGEm@[}Ay@{@e@uE_CUMHOTLbLbGNFILfEpBv@^cB{@c@OWOiA{@VNqAq@TJgK{EKEjJhE|B|A{@a@pBp@sOgInAdAb@RtD|AYOfLjGB@dAh@B?B?B?B@LDDBDDBBBDBFAD?DWLEACCAEEQ,highway_name
Pending Road,a_lGg}jxRLHDBh@XnE~CKGGCeB_ApBf@TLb@TkIqD_@SnBdA{@e@EAfKpELFHDyFuCjFlDIE{Au@gE}BtC~@,highway_name
Fajar Road,kqlGaojxR@A??P]Jo@?q@Im@Uk@WY]Sa@UqTpDGI_@a@KOfSsKDWMz@BWDtDKUEOEO?Of@zAJFPNNJTRoAgAfApAUQQMMOk@{C_[tBgAo@AAUCbN`K[SOOtBtAg@YlErAs@Ca@KQEQIeJwHYS_@SbCfBWW[YvAvAwEkDrWdLrBBF?{EGP@pED^EHAPGNG`@U}Id@gXcO,highway_name
Bukit Panjang Ring Road,ytlGmhixRMDu@Vsm@kQO[MYIYESCOAQ|cAc_@aAe@k@SUIm]v}@O?}]id@DIf@gArCgGPa@^q@_AlBvr@uO~@@d@Df@HPFyJFK?q@Cob@`BFMf@y@NWPQXU\S^S\MTI`DIw@HO@q@D_@Ha@N]Nq@b@l[tx@QHqAf@vVkx@PHav@bEIPgC|EOXA@y@|Ag@fAuC`HGXEVCZ?R@b@BVDTFTFRJPHPPTLNJHXRdb@`SLG^OyQo@@BPNTPTL\PZL^L^Jj@Ht@Fn@@le@wz@\R{UoBc@Gl@Op@FZ?X@V@yFm@|@RRD_b@~Gj@iA_LjU`@w@~Pj^q@gAKO`s@gs@k]ly@OFfBiAx@_@t@wy@kDq@m@e@bAN^FqW`x@uAuBUYiEyDNJdD`CNNPLLNFJvD~GSW[iAPXRX`p@iu@GCyKcCb@AF?oJHQrx@rAg@NGhHow@\T]@pEH\J`@Ne]iC}@Mc@E`Df@kO~}@SOKIxg@oz@_@EU?mA?G?gCH}[uBPCb@EdCSf@CRArAFmSfGBG~A_BIHMT[n@ILgBnDi@bAfCaFCFw@xAhCxm@JP{I{IiBuSm@xAEHx_@|b@d@K\KRGsD}_AI?cBDwR`Q~a@kO_f@~TNe@yE`N@e@BYBWFYdRvWtRpEUJ_@Ja@Fq@LpRq~@nAEuI`y@yTw{@~Gz`ALAH?c^yb@s@fBtDxLiAu@w@i@SSQUfIbGmBsAOKfd@fLuIpCy@Zy@?w@Gk@Ig@K]K[KSKSK{NoO,highway_name
Jelebu Road,}qlG{iixRs@XOHbIwBGG?CESmI`DzLsE]NzBw@YDEQXG}DrALEl@UwI`Dv@[yB|@TKJE`E}ALEFC`A]LEDA\~ADZL^Fb@?BC@G@Ii@?IBGdCgEyChAsBr@a@NnAe@cBVxD}@bAw@`A_@{BbFyEk@~CkA,highway_name
Senja Road,i}lGe|hxRBIBK@I?G?G?AAE?EAGAIsNtHHJyUmW?I?G@G@KBIDMDO~GfNFZ?V@R?Z?VCRALWfAnNnAZQwA~@PQPKLI|J_LGQPd@b@lAa`@{RLO`Pd_@oAvD\{ADUHOFQd@Wn@k@OJMLw@jAOl@UfAlCiFGDaOwLNTJVf[dFCBEBIDMDiCh@}@PG@sOtLSEGCC?zBDKBMBK@G?K?fAMoHoAIQIQESCWAU?QjDbEg@K[IQGMGKIIGEGf@cKVeAaBxGd@gBDUvTaAe[sVX_@c@l@tQja@INMRUP`CeGKPEJ_DtFXOLIJMNMJSiD~AKAm@MqHi]y@eAlDzX@MmAc`@nCbZ`@sHFRgCkEt@bAJNfM|ODGfO}JKDGtCHHASDGDEHqBFPBLBL?L?NCPCNEHCDCFEDCBD_CAGEIaK|GA@IDQHvC}@gAXk@NaHzJTKoJgYGKk@q@a@a@lB`CIO~A~G@U?S?a@A]E[I[KWOY_@o@V`La@pCENAJAJAP@T@PDNDLHNDFDDDHJHJHPFXHPD^H}A}JGRENyBs\jBnNFvMGReF{UEKCMH?JJ\`@h@j@,highway_name
Senja Link,aymGyfixRm@^iIrENIpAw@dAq@\WTOpHwDOH{@d@yCdBOHbCuAuCbBMJEBqAz@e@XSLmAx@OHzEwDBG@A@G@G?G,highway_name
Jelapang Road,cmmG_oixRTYLUHWkC}KKIKGOIaBfTNIyNm[QI`L`Ei@GiA_@_A_@mAc@hDnAJAsHqCtN|Zx@g@rA_AMPkDeRk@KxB^QEQEbFtGAKSaAKa@Sc@_@k@KKG[NLLNV\HNiJ_DSEvF~@jEjL?[AYS{A{HoIj@HsBWhJlEJb@TbA@JDVRzA@`@AXCVK^OVUV_An@{AsQRJkA_@RDRFvBpBeAwALHwGwA,highway_name
Saujana Road,_cmG_zixRx@[NKNQNYPa@JS@CVe@HSDSJq@@o@?{@B}BB}A?IEdEsInMPE|A_@{F`AJCp@GmAN,highway_name
Segar Road,_}mGg`kxRSAM@SBMDMFMJEFgArBMXwDdHc@~@IZC^?XF\HXJRHJbBiKINz@sAxKsCIEq@a@gF_@JMJKRIPEPCJAL@N@sHdJw@vKIEIGOMKOKSKYGa@?_@@YDUFQb@}@|F}JfEs@g@SkH|GGJm@fA]p@QZpA~Hp@XFBrAwTsEfRJFDLdAoMJD~LqEVLIPkJINYaAjB`HiDgG|BbHmBb@VuInBxJ{A,highway_name
Choa Chu Kang Drive,ugnGozexRNCnAWuVbDL@^DiZyMNDVF|aAjFj@K\KFC}WpBHA|`@sHPUNY^gAekBkCPBbKdBH@m[oFJB`@H~oAbVHCwAV~@Onb@{FEBk@ZoBbAEBq@PiFJ]Am@Aw@@r^kXGPgi@jZOBG@qCn@qB`@[FwAZWFe@FoTwHMGaBu@{Ai@uC{@KAUEoKoBIC]GiJcBGA_@GsNgCwE}@ECCE?E@CxBb@p@LRBjrBxQmGh[JLoDmZnACr@?nLyBp@[FEwZhFcAR_SnCc@GICfn@wGi@XGBjJwJhBaFyApFQh@iAbCYPMH}IbEOBK@ud@~Ea@A_@A_b@yPRFRDJ@TFgB_@DVuAShKtBe@Ood@mIq@KnaA|Wd@Bb@@^A^C\C\Gvu@a]Yx@wm@rYom@}Lo@MOCyOmCc@IOEr@IxDr@xiBkJFQuU~Xe@?_@Cq@WbNcDJLIFpJuRmlB`Jlk@~Qn@Pj[wDF?jPcA|@i@{FzAj@C`J}Cah@hImYuGHDhAl@jAt@`DxB`Aj@b`Ai[Ri@i{BbF`pB~KogBiJ\Dh@HdLlCe@KGAyYkFc@IKCbhApY_@?aDUc@Qw@Ys@c@y@g@mEgCuu@}PvqA~Vjm@sYglB`GiFsArpAzPyyAiS|Cf@j@Jj@JtkBdJh@]yC`BTKwtBaO^DcGaAvs@jNSG`BRp@TXJhj@xE~Ni@o}@}EPFyP{DvH|At@P`@HmL_Cp~AtBQZcnByGd{A|O,highway_name
Choa Chu Kang Avenue 3,}omGmjfxREJCJ?L?JBFBHFFDFTLz@d@tt@plAQW{@wASYq@iAyFaJKQU]}AmCKSuP{XEIUo@f@jAmDsGIM_@q@MSjg@pz@KQRXcP{YDHZf@V`@FH~LpTf@v@BD?@DFeNeVDFNZtGrMi@k@S[IM^WHNgAiB^j@pB~DbA~A_]wi@MQIQo@uB\^DFoNeUFJNX@@`@n@p@fAT\x@pAFLTZDFkFyHKOpO~UfOtXe@w@_@q@{]wl@CSLLFJi@s@rJpOHNh@z@HN~Xvf@QYFu@`@p@`AfDOWaXcd@jS|ZJPR^NV|H`OEGvA|Acd@st@m@eA_@o@lVbb@MUs^{m@S]j`@pp@^l@OWoLaSWa@cV{n@g@bAGhIDBp@f@FFfG`KMSS[MQMUGIS[SYnOrW{@uAdXbb@R\cNoSm@gA[e@y@uAS[eVma@tFhIT`@j@bAeAoAa@u@jI|Lt@rARX}AeCgA{A]k@dO`VZh@iHoLn@bALTuA{BGl@jB~Al@bAj@|@e]mr@Wf@z@lHjOvVp[pg@Kr@wKcR}a@au@xFzL,highway_name
Teck Whye Crescent,gamGg{fxRBdAhCcXBIDOJMFEt@^]IGAK@GDELs@dCGRgAjURDZL`@`@GE_@QzG}YMCDMLDuGpD_@bBIXWf@FSDUF[`@aBs@rSDiNQx@Sv@Et@@p@DtAtIgSGAKEu@Qp@CPHHFiBk@j@Ny@S_CrDFQJbWHBz@u\L@{DbZBLDJUcD@Xr@lDo@mM,highway_name
Teck Whye Lane,oolGg{fxRDOl@cBFUzDkUI?m@DM?WBI@G?A@GBIDIFIHGJK`@e@lBOf@?D|JiBRARA_LvGGOKKKGQEiFwAMCtZyCUEJSsVt`@FQ`J_R`@AVGHMBMEm@Ao@DMgFbDEi@Cm@PpDA]Eg@tH_MAKA[AK?KCEACACCCGG}@m@CAIAjBdHBS?KCs@EaAsNn^x@sB~AcWMd@aAp@q@QtCzAeD_BxN}DeKtEmE{@zTcDxAIsR`ZJW\eAnAeI`@CNANA`DeDdAuAiH`KmHsK,highway_name
Choa Chu Kang Central,evlGyafxRTo@@EFQ_L`QR@\@PELEHELKJGhMg[FSwUj\bBJhDa@LId@YJIPYnFwO@ENi@FSwFrP\_AfDwJ@GyCxIPg@Z{@uMnI`OuLRi@]bA}ApEpGqRf@qAeAtCBGHS,highway_name
Choa Chu Kang Way,awmGkaexRNIb}@ciAGJa@bAo{@tgAUHmDj@JCHZQFu@Va}Bca@f@Ef@Ed@Af@@b@Bd@Hj@Jb@NRJFDC\AAWOm@UiASuAG|~Del@JONJ{|@njAlN{D^Eb@EFAJCd@GPEhBYHCcqCoS^\fA|@G\iAaA_@YtFrDx@t@n@h@bAn@b@VvJxDIAcAQkAW}Ag@tlC{FCFmA~Cm@~@INkC`CC@YL{gAjJHDZPbhAyLBCTOn@g@PUT]fMo[ELM\dHeUBEVs@cK|YBEJYx@cC@CHY~GiQELM\dCyIVu@i@lCOd@a`ArdAe@k@rTqDPCaBHb@AlB?a@HI?xg@{x@mh@`y@x`@mf@M^ABkItTjC_I{NbVd@OPGlA]\YYTtOu_@aQz_@}|@lQr@J|AJ~@?r@A~@GPCZCp@KpBi@fBq@NGuT|A\b@i@KgFyBuAq@IEba@`@pAk@oKhE{@Jo@Fq@BuA?bPsC_@Lyn@uJlA\jAb@TJ|At@~kBy}@Qf@CDxC}JgaAnlAvByAm}AaJH?j@FrN`BiFa@wCUxCCz@FhBNt^hIsC{A{@_@SKmA_@SGUI}@WaDaAH@RBeBQz@Hsn@iLEE?G?E@C|kCxL_@Le@FuAToF`@cr@hKa[cMOTSEIA`}Bc_AJYckDvs@gEkDpr@nPG?OAqBMuDSmNgA{AIIApn@`JdAf@yPyFC?]GlRlHqq@sMtbC{Ef@sA@E_AdCbIuSssCpV|Ad@_QkKpbCpSe@FgAPOBq@La@JyAp@|WmG~U{j@?AJYcAnEYv@gyCl_@aAc@cAk@zmBzMfC{@r@UJChm@_v@n@eBjAuBITscDnp@v@\eZaNeAJIBI@z{Bna@p@W_CkJEIlUvAaCfAdZ_ItTml@m@dBwe@zp@~^oc@Na@}tDhKH?XEhi@lRz@FjLx@~DR`Ff@|AZgADjnB{g@^eA^gAPe@a]~l@WD[DesByDPDgAWd{AjMvm@e\K^i@xAdDqJABIXw@vByuAn_@c`@eJaIm@vr@rQaCkAtGtB~QoBaBj@r_@{KaEJf_@i\rNsa@Rm@}j@t_Atc@{m@ePhc@,highway_name
Choa Chu Kang Avenue 4,simG{kexRCG_@gBlBfJPfBH^BDHTNR@@gBiIKk@G[EOld@xi@YF_A@UASAUEMCGEKMkd@_{@EQNGFPFjASs@ZTh@hCxBxJBLDPDTmCiKIc@tDjPBPS}A\vFCIE]SkBAS~e@nb@TMwHZ`@^DBLDLDh@@}IoHNPsEeEIK_@_@pFxFQQi[ar@t\xr@DDKHEEjPfDBADCmj@mm@@JNr@H^jArGlb@vd@b@QsKsEZZRReMoM`@^d@d@j@h@\`@|CbD\^_Y}g@AGm@wCUeAl_@ns@TVJLaZc^Gg@jAjFW]GOIUpAvAxA|ADDaEgJz`@pc@XAiHyCKMYYjBnBc@a@MOc]{k@|Ld[w@w@IKOMhEhEII_AaAuCuCYYkAqAg@e@{BuMhHvRf@d@h@h@uBwB\^rLpMfRvEEBQJ}Az@eYuSIH{IcPuAqHAECIGW,highway_name
Choa Chu Kang Loop,{vmGgkexRIKGICMEQAk@dMlANC}Bf@VGiEfAQBSCKEMG|J{AjASLCDEDE_Cx@UDyAXe@HmC\zAYn@MRErC_@vBk@CDMDwAZkCcKNFF@eKwCAUHdCC_ACa@x@xOcAjFf@x@rLwTHBF@HHHLJRyNz@?QDlDCyBAu@?KrFvJq@L_HrAh@p@yKyQrAvDxJ_CAa@pOp@ZvA}G|G`GwIK[eSrLxOuB^IjB}ERdAG_@EOeP_J?TFr@@rA?jEBfB@P@\FXFFHHdA`AJDHDJ@iCeJ?`@?u@?KtCbK_DyQnQlM?GOw@,highway_name
